Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,City,State,Car_Description
alto 800,2022,18.35,25.71,174211,Petrol,Individual,Automatic,1,New Holly,Louisiana,Economy above decade should give while.
alto 800,2023,10.05,14.7,42456,Petrol,Dealer,Automatic,1,New Leslieshire,North Carolina,Avoid sign total provide.
baleno,2019,15.45,11.52,13680,Petrol,Individual,Automatic,1,Robinsonfurt,Georgia,General player human step instead action pattern.
wagon r,2002,5.25,12.38,181230,CNG,Individual,Manual,2,Port Nancy,Missouri,Interview individual experience kitchen local its.
swift,2000,19.38,19.78,37732,CNG,Dealer,Manual,1,Thomasstad,Georgia,Tend maintain now difficult.
sx4,2002,17.04,10.33,58375,Petrol,Dealer,Manual,0,Mcgrathburgh,Wyoming,Itself available cut with wish sport lose garden.
s cross,2018,16.34,16.21,34416,CNG,Dealer,Automatic,0,West Andrewberg,West Virginia,Strategy tough today white play away.
wagon r,2003,22.69,15.06,78889,Petrol,Individual,Automatic,0,New Mark,North Carolina,Maintain tell quite young history west.
ritz,2012,23.93,13.73,174634,CNG,Dealer,Manual,0,Sarahstad,Nevada,Industry everyone stuff hour.
dzire,2009,22.7,32.79,140729,Diesel,Dealer,Automatic,1,Reidshire,Oregon,Through modern three there under pattern if.
sx4,2004,18.1,25.42,71657,Petrol,Dealer,Automatic,0,North Thomas,Utah,Line standard finally involve stage necessary medical.
swift,2019,13.71,32.69,195948,CNG,Dealer,Automatic,1,Beckside,Georgia,Fly time choice evening himself peace doctor report.
sx4,2002,5.83,31.46,167024,Petrol,Dealer,Automatic,0,Vancemouth,New Hampshire,Whole total huge accept.
wagon r,2000,9.75,15.59,186924,Diesel,Individual,Automatic,1,North Jillianfort,Minnesota,Go gas fight third.
baleno,2017,14.64,22.96,22455,Diesel,Individual,Automatic,1,Justinfort,Kentucky,Each worker any fall ever.
baleno,2012,3.05,11.19,28178,CNG,Dealer,Manual,0,Davismouth,Michigan,Sometimes wait under whatever real nature.
swift,2013,22.16,29.96,29570,Diesel,Dealer,Automatic,0,Port Matthew,Idaho,Draw accept million new interview chance instead.
swift,2012,5.65,24.04,49985,Diesel,Dealer,Manual,2,Brownchester,Maine,Check see she somebody wear.
s cross,2020,16.06,5.7,67539,CNG,Individual,Automatic,0,Jessicaburgh,Nebraska,Civil each relate when section.
dzire,2015,22.63,32.35,126535,CNG,Dealer,Manual,0,Kramerton,North Dakota,Current main term military magazine level military skin.
baleno,2007,2.78,30.76,41472,CNG,Individual,Automatic,0,South Tammy,Michigan,Suggest region word.
wagon r,2010,16.46,11.06,19871,CNG,Individual,Automatic,2,Sarahbury,Wisconsin,Impact involve cold short help religious.
ritz,2014,5.03,13.13,101326,Diesel,Individual,Manual,2,New Julie,Nebraska,Total star type toward guy.
sx4,2012,1.39,2.95,93268,Petrol,Dealer,Manual,0,Marshbury,Kansas,Customer walk base yet wind important.
ertiga,2017,10.38,33.86,87561,CNG,Individual,Automatic,2,South Todd,Kentucky,Approach production lot walk begin only.
ciaz,2000,18.19,15.35,129233,Diesel,Dealer,Automatic,1,East Heather,Washington,Offer government agency air mind sea door.
ritz,2023,19.41,18.32,182762,Petrol,Dealer,Automatic,1,Danielborough,Virginia,Forget key risk so lead cold discuss.
baleno,2001,21.69,12.34,140448,CNG,Dealer,Automatic,1,Sharonview,New Mexico,Evening actually group together order throw true.
baleno,2020,12.67,28.64,182886,Petrol,Individual,Manual,2,Bennettbury,South Carolina,First mouth room some.
sx4,2011,7.38,13.46,189457,CNG,Dealer,Manual,2,Port Amanda,Utah,Travel fall more month return leader.
vitara brezza,2021,23.93,13.75,70085,Diesel,Dealer,Automatic,1,New Nancyside,Indiana,Discussion test discuss ask.
alto 800,2021,13.77,8.33,17718,Petrol,Individual,Manual,1,Dominiquebury,Louisiana,Right attorney stand heart share so receive.
alto 800,2001,15.25,24.82,137500,Petrol,Dealer,Manual,0,Johnsonfurt,Minnesota,Spend news out work current network.
s cross,2012,6.24,2.55,96334,Diesel,Individual,Automatic,2,West Melanieborough,Tennessee,Check teacher common teach only.
wagon r,2016,4.9,19.43,50053,Diesel,Dealer,Manual,2,Kennedyview,Ohio,Apply avoid employee have blue wide.
alto 800,2004,21.91,6.28,183658,Diesel,Individual,Automatic,2,Garciafurt,Utah,Rich light stay bag.
ritz,2001,4.81,4.58,162494,CNG,Dealer,Manual,0,Williamstad,South Dakota,Real use myself Mr.
baleno,2005,7.76,16.66,64783,CNG,Individual,Automatic,1,East Jaimehaven,New Mexico,West show minute environment bag threat south.
sx4,2003,10.28,9.72,50883,Diesel,Individual,Automatic,0,Port Karentown,New Hampshire,Already subject if source.
s cross,2012,15.1,28.64,99453,Petrol,Dealer,Manual,1,Amyfort,Colorado,Attack win radio Mrs off race space.
s cross,2019,9.64,17.61,55996,CNG,Individual,Manual,0,South Brianbury,Alaska,Positive million forget admit civil.
sx4,2021,4.89,9.66,29393,CNG,Individual,Manual,1,Powersmouth,Michigan,Old agency worry movie.
ertiga,2015,24.44,28.35,18058,Diesel,Individual,Manual,1,Caseyfurt,Massachusetts,Walk agency race drive.
baleno,2003,18.08,18.67,93413,Diesel,Dealer,Manual,1,Gilbertberg,New Mexico,Fear side laugh dog travel.
ritz,2013,20.6,26.54,182762,Diesel,Dealer,Manual,1,Westberg,Oregon,Final produce city upon.
ertiga,2006,9.1,6.35,47634,Diesel,Dealer,Manual,2,Darlenebury,Maryland,Turn wait single series use method.
s cross,2000,12.12,18.06,41489,CNG,Individual,Automatic,0,West Richard,Georgia,Lot affect red choose attention pay.
wagon r,2005,1.2,4.16,83703,Diesel,Individual,Manual,2,Millerfort,Texas,Training along its instead maybe.
ertiga,2018,22.68,9.59,28641,Diesel,Dealer,Manual,2,Kathyfurt,Washington,Conference future public tend.
sx4,2011,23.56,21.74,196000,CNG,Individual,Manual,1,Jaimechester,Utah,Official open me instead model woman.
ciaz,2020,10.07,22.17,169959,CNG,Dealer,Automatic,0,East Justinbury,Kentucky,Ready far pay by.
swift,2014,11.49,31.03,176335,Diesel,Dealer,Automatic,2,New Douglaston,Virginia,Show leader remember official thing.
swift,2020,17.44,18.7,98424,Petrol,Dealer,Manual,0,Burkeville,Mississippi,Subject be again social build street.
ritz,2007,19.37,30.98,165786,Petrol,Dealer,Automatic,0,South Larry,Oregon,Bank call life.
wagon r,2016,15.67,5.13,43593,CNG,Dealer,Automatic,0,East Anneland,Kentucky,Decide country available trouble thought.
ritz,2020,23.55,7.93,93011,Petrol,Dealer,Manual,1,Port Travisville,Maryland,Maybe add work from.
s cross,2018,11.99,21.08,39354,Petrol,Individual,Automatic,1,Deborahmouth,Alabama,Politics goal remember medical quite.
wagon r,2020,10.11,29.18,137341,CNG,Individual,Manual,2,North Devinborough,North Dakota,Stuff benefit civil parent partner growth research contain.
wagon r,2008,3.02,24.31,73920,CNG,Individual,Automatic,1,Kevinhaven,Hawaii,Son feel no right assume direction suffer government.
alto 800,2016,16.45,17.46,32365,Diesel,Individual,Automatic,1,New Loganland,Wisconsin,Someone animal by possible.
wagon r,2006,7.46,34.48,169779,Petrol,Dealer,Manual,2,Port Jamiehaven,Wyoming,Adult support many clearly former fall reach task.
baleno,2007,6.3,23.21,79053,Diesel,Dealer,Automatic,0,Scottfurt,New Hampshire,Stand our later keep.
baleno,2009,17.74,27.88,105141,Diesel,Dealer,Manual,0,West Williamtown,Indiana,Happy arm source dark.
s cross,2004,10.6,8.24,177852,Petrol,Individual,Manual,1,North Jason,Florida,Turn often change.
ertiga,2007,16.42,7.92,43112,Petrol,Dealer,Manual,1,Gomezshire,Texas,Then radio pull suddenly who anyone.
baleno,2000,8.18,30.78,1402,Diesel,Dealer,Manual,2,Miafort,Kentucky,Interview lot police degree since spend.
dzire,2021,14.24,2.62,4302,Petrol,Individual,Manual,1,New Yolandafort,California,Raise reason discover end.
ritz,2021,24.2,18.92,101102,Diesel,Individual,Manual,0,Port Haroldburgh,Washington,Pick upon card suddenly respond per story.
swift,2014,24.71,12.59,114583,Diesel,Dealer,Manual,2,North Robert,South Dakota,See hold seat.
ritz,2006,10.92,5.45,59730,CNG,Individual,Manual,0,Veronicaburgh,Minnesota,Eye gun ask college scene piece window.
ertiga,2020,16.98,16.65,45922,Diesel,Individual,Automatic,1,Jenningsbury,Delaware,Consumer poor network special evening big.
baleno,2012,17.26,31.66,140756,CNG,Dealer,Automatic,1,Leahside,Pennsylvania,Really success across animal security next.
alto 800,2005,7.87,14.05,154216,Petrol,Individual,Automatic,1,Wilkinsshire,Nevada,Police share we put direction agreement.
s cross,2015,20.33,30.23,147136,Diesel,Individual,Manual,1,Reeseburgh,Maine,Subject policy idea just miss.
ritz,2014,11.36,30.47,103356,Diesel,Dealer,Manual,1,Haleyberg,Maine,Technology program save generation light food.
ciaz,2001,5.44,18.12,179274,Petrol,Individual,Manual,2,Shermanshire,Washington,Act argue current free.
sx4,2011,10.96,17.43,48668,Petrol,Individual,Automatic,1,Lake Desiree,Illinois,Impact next huge wait bad travel.
dzire,2005,13.58,27.86,159929,Petrol,Dealer,Automatic,0,Teresashire,Colorado,Imagine real every page collection discuss.
swift,2002,10.33,5.12,165567,Petrol,Individual,Manual,2,New Kayla,Mississippi,Source say require upon fight risk.
s cross,2000,15.53,29.39,82491,Petrol,Individual,Manual,2,Lake Markchester,Delaware,Support direction until nature.
ertiga,2018,2.37,8.9,125946,Diesel,Individual,Manual,2,Kevinchester,Montana,Space fund morning scene very.
vitara brezza,2007,13.68,22.45,8487,CNG,Dealer,Automatic,1,Ambertown,Michigan,Bad key work thing eight without operation.
vitara brezza,2011,9.23,33.14,108017,CNG,Individual,Automatic,1,Durhamfurt,Maryland,Radio hour upon position.
sx4,2006,23.69,19.03,155108,Diesel,Dealer,Manual,1,Rogersfort,Alaska,Pm value skin risk politics actually year.
swift,2000,4.62,30.65,74882,Petrol,Dealer,Automatic,1,Brownhaven,Pennsylvania,Sea general audience subject success ten technology.
vitara brezza,2007,11.56,33.15,159477,Diesel,Individual,Automatic,0,New Robin,Michigan,Talk serve line either a.
baleno,2017,3.94,6.34,108013,Diesel,Individual,Automatic,2,South Wendymouth,New Mexico,Organization know up upon blue make born.
s cross,2001,5.51,13.02,88023,Diesel,Dealer,Manual,0,Stephanieburgh,Georgia,Why that bill own.
s cross,2000,20.9,21.93,48541,Diesel,Dealer,Manual,2,Port Sarahburgh,Maryland,Citizen dog so very chair field natural.
vitara brezza,2009,9.51,25.23,193403,Diesel,Individual,Automatic,0,Jacksontown,Illinois,World team either pattern.
dzire,2020,12.45,31.34,103275,Diesel,Individual,Automatic,0,West Angelamouth,Minnesota,Court stop mission media.
alto 800,2023,6.87,14.87,3094,Petrol,Dealer,Automatic,2,Lake Traceymouth,New Hampshire,Physical toward somebody whole.
dzire,2002,8.98,13.38,54203,Diesel,Individual,Automatic,1,Gibsonburgh,South Dakota,Through happy by today.
ertiga,2021,17.78,22.82,140739,Diesel,Dealer,Manual,0,East Jason,California,Win someone meeting computer first attack everyone.
s cross,2008,21.7,16.37,58651,CNG,Dealer,Manual,1,East Cherylstad,Missouri,Ready debate act inside television.
swift,2017,11.26,14.97,42913,CNG,Individual,Automatic,1,South Rachel,California,Subject from yeah meet its control no.
s cross,2005,19.86,13.76,126398,Diesel,Individual,Manual,0,Joshuaburgh,Iowa,Light thank east smile activity even morning somebody.
baleno,2001,23.4,15.02,89157,Diesel,Dealer,Automatic,2,Amandaville,Kansas,Somebody soldier country continue evidence little.
s cross,2015,8.85,14.81,107096,Petrol,Individual,Manual,0,Hodgesview,Nevada,Call dinner tough commercial.
sx4,2023,22.67,27.65,159638,Petrol,Dealer,Manual,1,Lake Andrewfort,Tennessee,Boy final you reflect along better defense.
wagon r,2018,3.73,9.8,179063,Petrol,Individual,Manual,2,Parksstad,Montana,Into try language three.
vitara brezza,2013,3.46,3.07,194422,Petrol,Dealer,Manual,1,South Craig,Louisiana,Civil bit sometimes color.
wagon r,2008,9.12,31.41,88524,Petrol,Individual,Automatic,1,West Lauren,Indiana,Since total history outside.
dzire,2001,1.33,18.24,53802,Diesel,Dealer,Manual,0,Alexishaven,Idaho,People of during player enter remain fish.
ciaz,2001,16.89,26.11,164348,Diesel,Dealer,Manual,2,Thompsonfurt,Michigan,Yes recognize open.
vitara brezza,2019,19.07,15.37,171673,Diesel,Dealer,Automatic,0,New Kayleehaven,Florida,Success role forget improve research side light.
vitara brezza,2000,23.34,20.55,128742,Diesel,Individual,Manual,1,Camachoborough,Maine,Scientist always like in local.
swift,2017,19.95,9.1,151184,CNG,Individual,Automatic,0,East Adam,Arizona,Remember camera world relate from figure research.
wagon r,2022,9.58,6.18,125111,Petrol,Dealer,Automatic,1,Paulborough,Virginia,Me shake as civil bill.
swift,2012,17.07,21.35,34481,Diesel,Dealer,Manual,2,Williamstad,Georgia,Though figure people property.
ciaz,2021,2.25,26.44,25271,CNG,Individual,Automatic,2,Brownburgh,Alabama,Base Congress person really research account turn.
dzire,2006,17.64,21.63,176212,Petrol,Dealer,Automatic,0,Williamstad,Texas,Buy behavior around condition pull.
ciaz,2006,9.22,12.89,153126,Diesel,Individual,Manual,0,Hortonshire,Louisiana,Character long reach bed.
ertiga,2005,20.82,28.33,64279,Petrol,Individual,Manual,0,Port Laurafurt,Vermont,Water since military.
ertiga,2010,24.36,2.52,102994,CNG,Individual,Manual,0,Port Amystad,Texas,Within yeah agree receive staff age accept.
baleno,2008,17.77,22.14,93465,Petrol,Individual,Automatic,0,New Beckyberg,Tennessee,Leg thus recognize.
ertiga,2013,4.8,4.22,36257,CNG,Individual,Automatic,2,New Trevor,Minnesota,Cost good candidate rest above other second control.
wagon r,2021,7.6,14.94,1573,Diesel,Dealer,Manual,1,North Keith,New Jersey,Under even require from.
swift,2001,6.36,30.95,107631,Diesel,Individual,Manual,2,Port Brenda,Rhode Island,Student interest four.
s cross,2012,11.11,12.01,78512,Diesel,Dealer,Automatic,2,North Kayla,Mississippi,Huge fall part occur clearly which themselves.
vitara brezza,2022,21.74,22.36,51863,CNG,Individual,Automatic,1,Jaclynton,Wisconsin,Want war month road bank painting free.
alto 800,2005,9.11,31.22,167443,Diesel,Dealer,Automatic,2,Howardberg,Iowa,Life movement huge citizen.
wagon r,2007,16.47,21.61,96512,Diesel,Dealer,Automatic,1,Scottshire,New York,Set result condition become.
s cross,2001,22.83,31.14,190598,CNG,Individual,Manual,0,Lake Timothy,South Carolina,Put fly push during kid from save.
s cross,2007,10.27,4.4,183999,Diesel,Dealer,Manual,1,Port Christopherview,Nebraska,Entire image but apply left all finish other.
dzire,2005,9.47,4.34,164010,CNG,Individual,Manual,2,South Natashashire,Texas,Ground southern drive front all.
sx4,2020,10.16,23.13,117755,CNG,Individual,Automatic,2,Heatherchester,Wyoming,Pattern drug type.
vitara brezza,2015,8.18,10.9,129420,CNG,Dealer,Automatic,0,Davidmouth,Pennsylvania,Interesting analysis response peace religious.
dzire,2002,24.36,11.8,13456,Petrol,Dealer,Automatic,0,East Stevenburgh,Pennsylvania,Maintain need still compare fund leave cover.
ertiga,2015,4.0,15.16,155430,Diesel,Individual,Manual,1,Schultzhaven,Colorado,Particular technology challenge.
vitara brezza,2002,20.44,2.73,194790,CNG,Individual,Manual,1,Rosalesport,Vermont,Cause campaign store.
ritz,2009,20.74,15.8,51787,Diesel,Individual,Automatic,2,Sethmouth,Mississippi,Energy author board detail catch environmental south wait.
vitara brezza,2012,19.16,28.22,132564,CNG,Individual,Automatic,2,East Donnashire,Missouri,Once certain either hear.
vitara brezza,2004,11.7,11.72,46822,Diesel,Individual,Automatic,0,Hernandezburgh,Indiana,Success picture field window standard how.
ritz,2018,10.5,8.75,5717,Petrol,Dealer,Manual,1,Lake Diane,Utah,South something stock detail career walk drop.
swift,2000,17.84,26.15,186680,CNG,Dealer,Manual,2,Rachelbury,Alabama,Collection rise machine more agree TV growth.
baleno,2012,9.5,24.19,9180,CNG,Dealer,Manual,0,South Morganville,Alaska,Participant hold image cup network.
ciaz,2019,6.84,18.44,73478,Diesel,Individual,Automatic,1,Kruegerbury,Kansas,Raise others feel public seek evening such.
wagon r,2007,15.42,15.0,133106,Diesel,Individual,Manual,1,New Jason,New Hampshire,Executive tax little through police.
wagon r,2014,24.91,8.4,170612,Petrol,Dealer,Automatic,1,Turnerport,Georgia,Onto radio move their education best down.
baleno,2014,8.14,3.35,84043,Petrol,Dealer,Manual,2,South Sarachester,Arkansas,Water attorney you sort but.
ritz,2009,7.38,5.77,23709,Petrol,Individual,Manual,0,Saraburgh,California,Firm body road truth husband film despite.
ritz,2012,15.72,18.33,114128,Petrol,Dealer,Automatic,1,Hallshire,Maine,Well war family skin system leg.
alto 800,2023,6.57,20.01,39925,CNG,Dealer,Manual,2,Lake Derrick,Mississippi,Thought art something continue necessary Congress explain.
ritz,2010,18.2,25.51,126790,Petrol,Individual,Manual,0,South Jeffrey,Missouri,College hot education win plan call.
wagon r,2017,10.03,21.24,167081,Diesel,Individual,Manual,2,New Darren,New Hampshire,So officer worry fish also significant television.
ritz,2013,11.74,27.35,87580,Petrol,Dealer,Automatic,2,West Katherineland,Hawaii,Possible compare radio general Mr red their pattern.
dzire,2013,5.07,33.07,82929,Petrol,Individual,Automatic,2,Ryanville,Virginia,Nature away forget deal public entire Mrs.
s cross,2009,15.25,18.76,90250,CNG,Individual,Automatic,2,New Keith,Michigan,Drop indeed couple add machine direction whom.
vitara brezza,2019,1.27,18.05,163463,CNG,Dealer,Manual,2,Johnland,Delaware,Couple guess return compare option north cold.
wagon r,2022,18.34,32.34,6846,CNG,Dealer,Automatic,0,South Melissaburgh,Ohio,Girl close happy technology stage risk side.
ertiga,2023,8.5,5.86,15265,CNG,Dealer,Automatic,0,Martinezberg,South Dakota,Allow recent gun indeed theory.
s cross,2018,22.87,30.6,134847,CNG,Individual,Manual,0,Chaneyside,New Jersey,Only everything gas.
sx4,2007,20.98,14.49,5752,Petrol,Individual,Manual,2,Littlebury,Arizona,Open probably subject office soldier happen section.
s cross,2015,5.63,27.18,74388,Diesel,Individual,Automatic,0,South Christy,Tennessee,In later civil form program business worry.
ritz,2007,22.35,8.71,40566,Diesel,Dealer,Manual,1,North Stephanie,Vermont,Job product blood agency southern need.
ciaz,2017,16.1,3.05,178247,Diesel,Dealer,Manual,1,Port Melanie,West Virginia,Nice development popular entire knowledge.
dzire,2004,5.06,33.49,148322,CNG,Individual,Manual,0,Johnsonmouth,Georgia,About later risk I teach.
